adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,genre,budget,revenue,director,actors,studio,season,roi,director_encoded,season_encoded,actors_encoded,studio_encoded,genre_encoded
False,/yOm993lsJyPmBodlYjgpPwBjXP9.jpg,"[35, 10751, 14]",787699,en,Wonka,"Willy Wonka – chock-full of ideas and determined to change the world one delectable bite at a time – is proof that the best things in life begin with a dream, and if you’re lucky enough to meet Willy Wonka, anything is possible.",140.949,/qhb1qOilapbapxWQn9jtRCMwXJF.jpg,2023-12-06,Wonka,False,7.112,3544,Comedy,125000000,632302312,Paul King,Timothée Chalamet,Warner Bros. Pictures,Fall,4.058418496,107,0,118,79,3
False,/iPHsjvbFyGbeCEDC7u8Ib8U1zS6.jpg,"[35, 18]",947891,en,My Old Ass,"An 18th birthday mushroom trip brings free-spirited Elliott face-to-face with her wisecracking 39-year-old self. But when Elliott’s ""old ass"" starts handing out warnings about what her younger self should and shouldn't do, Elliott realizes she has to rethink everything about family, love, and what's becoming a transformative summer.",140.294,/yUs4Sw9AyTg2sA1qWBkNpD2mGSj.jpg,2024-09-13,My Old Ass,False,6.754,171,Comedy,3000000,5705895,Megan Park,Maisy Stella,Indian Paintbrush,Summer,0.901965,93,2,73,35,3
False,/ctMserH8g2SeOAnCw5gFjdQF8mo.jpg,"[35, 12]",346698,en,Barbie,"Barbie and Ken are having the time of their lives in the colorful and seemingly perfect world of Barbie Land. However, when they get a chance to go to the real world, they soon discover the joys and perils of living among humans.",138.059,/iuFNMS8U5cb6xfzi51Dbkovj7vM.jpg,2023-07-19,Barbie,False,7.001,9222,Comedy,145000000,1445638421,Greta Gerwig,Margot Robbie,LuckyChap Entertainment,Summer,8.969920144827586,50,2,74,42,3
False,/zGLQmrmIB56kMZPnzqReIOBay1B.jpg,"[28, 35, 80]",507241,en,The Killer's Game,"When top hitman Joe Flood is diagnosed with a terminal illness, he decides to take matters into his own hands – by taking a hit out on himself. But when the very hitmen he hired also target his ex-girlfriend, he must fend off an army of assassin colleagues and win back the love of his life before it's too late.",133.012,/4bKlTeOUr5AKrLky8mwWvlQqyVd.jpg,2024-09-12,The Killer's Game,False,6.8,149,Comedy,30000000,5928351,J.J. Perry,Dave Bautista,STXfilms,Summer,-0.8023883,53,2,34,67,3
False,/vhlt3d5QxE2NC7K7S3fsONPqqha.jpg,[35],5825,en,National Lampoon's Christmas Vacation,"It's Christmastime, and the Griswolds are preparing for a family seasonal celebration. But things never run smoothly for Clark, his wife Ellen, and their two kids. Clark's continual bad luck is worsened by his obnoxious family guests, but he manages to keep going, knowing that his Christmas bonus is due soon.",131.92,/bIPDxGAuoIFeLTOsAsKkawxWIvq.jpg,1989-11-30,National Lampoon's Christmas Vacation,False,7.2,2360,Comedy,27000000,71300000,Jeremiah S. Chechik,Chevy Chase,Hughes Entertainment,Fall,1.6407407407407408,64,0,22,32,3
False,/8ohobj5lAIbl5XWw11FywS3IRrS.jpg,"[16, 10751, 35, 14, 12, 10749]",809,en,Shrek 2,"Shrek, Fiona, and Donkey set off to Far, Far Away to meet Fiona's mother and father, the Queen and King. But not everyone is happily ever after. Shrek and the King find it difficult to get along, and there's tension in the marriage. The Fairy Godmother discovers that Fiona has married Shrek instead of her son Prince Charming and plots to destroy their marriage.",128.33,/2yYP0PQjG8zVqturh1BAqu2Tixl.jpg,2004-05-19,Shrek 2,False,7.282,12305,Comedy,150000000,935454538,Andrew Adamson,Mike Myers,DreamWorks Animation,Spring,5.236363586666666,7,1,82,24,3
False,/gnWFYFTTUC62NHSGcMuo4JGK0t4.jpg,"[28, 878, 35, 10751]",454626,en,Sonic the Hedgehog,"Powered with incredible speed, Sonic The Hedgehog embraces his new home on Earth. That is, until Sonic sparks the attention of super-uncool evil genius Dr. Robotnik. Now it’s super-villain vs. super-sonic in an all-out race across the globe to stop Robotnik from using Sonic’s unique power for world domination.",127.419,/aQvJ5WPzZgYVDrxLX4R6cLJCEaQ.jpg,2020-02-12,Sonic the Hedgehog,False,7.313,9513,Comedy,90000000,319715683,Jeff Fowler,Ben Schwartz,Original Film,Winter,2.5523964777777777,61,3,11,56,3
False,/lxD5ak7BOoinRNehOCA85CQ8ubr.jpg,"[16, 12, 10751, 35]",862,en,Toy Story,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",126.49,/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg,1995-10-30,Toy Story,False,7.971,18400,Comedy,30000000,394436586,John Lasseter,Tom Hanks,Pixar,Fall,12.1478862,70,0,121,63,3
False,/4s2d3xdyqotiVNHTlTlJjrr3q0H.jpg,"[12, 10751, 16, 28, 35]",177572,en,Big Hero 6,"A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",124.985,/2mxS4wUimwlLmI1xp6QW6NSU361.jpg,2014-10-24,Big Hero 6,False,7.7,15609,Comedy,165000000,657870525,Chris Williams,Scott Adsit,Walt Disney Pictures,Fall,2.987094090909091,23,0,106,78,3
False,/iYLKMV7PIBtFmtygRrhSiyzcVsF.jpg,"[12, 35, 10751, 16]",277834,en,Moana,"In Ancient Polynesia, when a terrible curse incurred by Maui reaches an impetuous Chieftain's daughter's island, she answers the Ocean's call to seek out the demigod to set things right.",124.31,/9tzN8sPbyod2dsa0lwuvrwBDWra.jpg,2016-10-13,Moana,False,7.6,12571,Comedy,150000000,690860472,Ron Clements,Auliʻi Cravalho,Walt Disney Pictures,Fall,3.60573648,117,0,10,78,3
False,/cnUpZo6sNTdfbFx7ufs7ubi5MWX.jpg,"[35, 18, 10749]",1064213,en,Anora,"Anora, a young sex worker from Brooklyn, gets her chance at a Cinderella story when she meets and impulsively marries the son of an oligarch. Once the news reaches Russia, her fairytale is threatened as the parents set out for New York to get the marriage annulled.",121.144,/xXz6ScxPlLRzL3MtzceNY52Neuq.jpg,2024-10-11,Anora,False,7.2,352,Comedy,6000000,25467529,Sean Baker,Mikey Madison,Cre Film,Fall,3.2445881666666665,125,0,83,17,3
False,/5luaIi1lLzLfgl8oywifeUtPN6W.jpg,"[16, 35, 10751, 14, 10749]",976573,en,Elemental,"In a city where fire, water, land and air residents live together, a fiery young woman and a go-with-the-flow guy will discover something elemental: how much they have in common.",119.417,/4Y1WNkd88JXmGfhtWR7dmDAo1T2.jpg,2023-06-14,Elemental,False,7.6,4515,Comedy,200000000,496000000,Peter Sohn,Leah Lewis,Walt Disney Pictures,Spring,1.48,110,1,64,78,3
False,/uVlUu174iiKhsUGqnOSy46eIIMU.jpg,"[18, 10749, 14]",402431,en,Wicked,"In the land of Oz, ostracized and misunderstood green-skinned Elphaba is forced to share a room with the popular aristocrat Glinda at Shiz University, and the two's unlikely friendship is tested as they begin to fulfill their respective destinies as Glinda the Good and the Wicked Witch of the West.",795.796,/xDGbZ0JJ3mYaGKy4Nzd9Kph6M9L.jpg,2024-11-20,Wicked,False,7.6,537,Drama,150000000,477751440,Jon M. Chu,Cynthia Erivo,Universal Pictures,Fall,2.1850096,72,0,28,74,5
False,/p5ozvmdgsmbWe0H8Xk7Rc8SCwAB.jpg,"[16, 12, 35, 18, 10751]",1022789,en,Inside Out 2,"Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone.",680.23,/vpnVM9B6NMmQpWeZvzLvDESb2QY.jpg,2024-06-11,Inside Out 2,False,7.6,4987,Drama,200000000,1698586747,Kelsey Mann,Amy Poehler,Walt Disney Pictures,Spring,7.492933735,81,1,4,78,5
False,/llIXQAndg5kB6SWlp6ouUdO7Zxd.jpg,"[28, 12, 18]",1084736,fr,Le Comte de Monte-Cristo,"Edmond Dantes becomes the target of a sinister plot and is arrested on his wedding day for a crime he did not commit. After 14 years in the island prison of Château d’If, he manages a daring escape. Now rich beyond his dreams, he assumes the identity of the Count of Monte-Cristo and exacts his revenge on the three men who betrayed him.",382.107,/7O0WDGsa4lBzqv3uaB1tp8UvFK3.jpg,2024-06-28,The Count of Monte Cristo,False,8.192,971,Drama,46700000,74885636,Alexandre de La Patellière,Pierre Niney,Chapter 2,Spring,0.6035468094218416,5,1,93,14,5
False,/4t8IXJF4umwCfbdpeKLvlN3zkKp.jpg,"[10749, 18]",1100099,en,We Live in Time,"An up-and-coming chef and a recent divorcée find their lives forever changed when a chance encounter brings them together, in a decade-spanning, deeply moving romance.",329.623,/oeDNBgnlGF6rnyX1P1K8Vl2f3lW.jpg,2024-10-10,We Live in Time,False,7.564,204,Drama,20000000,31818409,John Crowley,Andrew Garfield,Film4 Productions,Fall,0.59092045,68,0,5,28,5
False,/uGmYqxh8flqkudioyFtD7IJSHxK.jpg,"[18, 80, 53]",889737,en,Joker: Folie à Deux,"While struggling with his dual identity, Arthur Fleck not only stumbles upon true love, but also finds the music that's always been inside him.",291.005,/aciP8Km0waTLXEYf5ybFK5CSUxl.jpg,2024-10-01,Joker: Folie à Deux,False,5.544,1813,Drama,195000000,206400287,Todd Phillips,Joaquin Phoenix,Warner Bros. Pictures,Fall,0.05846301025641026,132,0,54,79,5
False,/9Qq8InnodUYs8zdam8Zj967i6RO.jpg,"[80, 18]",1106739,en,Juror #2,"While serving as a juror in a high profile murder trial, family man Justin Kemp finds himself struggling with a serious moral dilemma…one he could use to sway the jury verdict and potentially convict—or free—the accused killer.",280.676,/ugQkpGajKFQ8eyOEhGheR0HfWQ.jpg,2024-10-30,Juror #2,False,6.989,650,Drama,30000000,18791698,Clint Eastwood,Nicholas Hoult,Warner Bros. Pictures,Fall,-0.3736100666666667,25,0,87,79,5
False,/Ar7QuJ7sJEiC0oP3I8fKBKIQD9u.jpg,"[28, 18, 12]",98,en,Gladiator,"After the death of Emperor Marcus Aurelius, his devious son takes power and demotes Maximus, one of Rome's most capable generals who Marcus preferred. Eventually, Maximus is forced to become a gladiator and battle to the death against other men for the amusement of paying audiences.",238.301,/ty8TGRuvJLPUmAR1H1nRIsgwvim.jpg,2000-05-04,Gladiator,False,8.2,18858,Drama,103000000,465361176,Ridley Scott,Russell Crowe,Universal Pictures,Spring,3.518069669902913,113,1,99,74,5
False,/5tqkP8NNWdteskVBYPRXE6h82ts.jpg,[18],592695,sv,Pleasure,"19 year old Linnéa leaves her small town in Sweden and heads for Los Angeles with the aim of becoming the world's next big porn star, but the road to her goal turns out to be bumpier than she imagined.",220.115,/7Z2K08J0WantJHNa0vLTOmii41l.jpg,2021-10-08,Pleasure,False,6.228,558,Drama,1800000,393824,Ninja Thyberg,Sofia Kappel,Film i Väst,Fall,-0.7812088888888888,104,0,110,27,5
False,/tkRDTu9hyWgaBSSzfkYDCZYd1kV.jpg,"[53, 18]",974576,en,Conclave,"After the unexpected death of the Pope, Cardinal Lawrence is tasked with managing the covert and ancient ritual of electing a new one. Sequestered in the Vatican with the Catholic Church’s most powerful leaders until the process is complete, Lawrence finds himself at the center of a conspiracy that could lead to its downfall.",190.572,/m5x8D0bZ3eKqIVWZ5y7TnZ2oTVg.jpg,2024-10-25,Conclave,False,7.0,314,Drama,20000000,38843309,Edward Berger,Ralph Fiennes,FilmNation Entertainment,Fall,0.94216545,40,0,94,29,5
False,/mgY8An5qVCgLh97KOWeJVJarskL.jpg,"[18, 10749, 53]",216015,en,Fifty Shades of Grey,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",182.57,/63kGofUkt1Mx0SIL4XI4Z5AoSgt.jpg,2015-02-11,Fifty Shades of Grey,False,5.9,11755,Drama,40000000,569651467,Sam Taylor-Johnson,Dakota Johnson,Universal Pictures,Winter,13.241286675,123,3,31,74,5
False,/zAqBIeO71BFL7bAtP5TFzVjVamy.jpg,"[10749, 18]",1079091,en,It Ends with Us,"When a woman's first love suddenly reenters her life, her relationship with a charming, but abusive neurosurgeon is upended, and she realizes she must learn to rely on her own strength to make an impossible choice for her future.",181.068,/cSMdFWmajaX4oUMLx7HEDI84GkP.jpg,2024-08-07,It Ends with Us,False,7.252,1130,Drama,25000000,350018266,Justin Baldoni,Blake Lively,Wayfarer Studios,Summer,13.00073064,79,2,14,80,5
False,/xJHokMbljvjADYdit5fK5VQsXEG.jpg,"[12, 18, 878]",157336,en,Interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,178.836,/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,2014-11-05,Interstellar,False,8.445,35797,Drama,165000000,701729206,Christopher Nolan,Matthew McConaughey,Legendary Pictures,Fall,3.2529042787878786,24,0,78,40,5
False,/zfbjgQE1uSd9wiPTX4VzsLi0rGG.jpg,"[18, 80]",278,en,The Shawshank Redemption,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",175.05,/9cqNxx0GxF0bflZmeSMuL5tnGzr.jpg,1994-09-23,The Shawshank Redemption,False,8.7,27283,Drama,25000000,28341469,Frank Darabont,Tim Robbins,Castle Rock Entertainment,Summer,0.13365876,45,2,117,13,5
False,/en3GU5uGkKaYmSyetHV4csHHiH3.jpg,"[10752, 28, 18]",929590,en,Civil War,"In the near future, a group of war journalists attempt to survive while reporting the truth as the United States stands on the brink of civil war.",172.729,/sh7Rg8Er3tFcN9BpKIPOMvALgZd.jpg,2024-04-10,Civil War,False,6.902,2882,Drama,50000000,126185957,Alex Garland,Kirsten Dunst,DNA Films,Spring,1.52371914,3,1,60,19,5
False,/nA0RDmSDqpN5tLun4sCqdPekObD.jpg,"[878, 18]",592831,en,Megalopolis,"Genius artist Cesar Catilina seeks to leap the City of New Rome into a utopian, idealistic future, while his opposition, Mayor Franklyn Cicero, remains committed to a regressive status quo, perpetuating greed, special interests, and partisan warfare. Torn between them is socialite Julia Cicero, the mayor’s daughter, whose love for Cesar has divided her loyalties, forcing her to discover what she truly believes humanity deserves.",171.463,/8Sok3HNA3r1GHnK2lCytHyBz1A.jpg,2024-09-25,Megalopolis,False,5.5,501,Drama,120000000,13736293,Francis Ford Coppola,Adam Driver,American Zoetrope,Summer,-0.8855308916666667,44,2,2,5,5
False,/1TUg5pO1VZ4B0Q1amk3OlXvlpXV.jpg,"[16, 12, 18, 10751]",420818,en,The Lion King,"Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother—and former heir to the throne—has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his.",170.177,/dzBtMocZuJbjLOXvrl4zGYigDzh.jpg,2019-07-12,The Lion King,False,7.1,9998,Drama,260000000,1663000000,Jon Favreau,Chiwetel Ejiofor,Walt Disney Pictures,Summer,5.3961538461538465,71,2,23,78,5
False,/t6fxsZkwpjJfU3XlkFtE9JcNmz3.jpg,"[18, 53]",974950,fr,Emilia Pérez,"Rita, an underrated lawyer working for a large law firm more interested in getting criminals out of jail than bringing them to justice, is hired by the leader of a criminal organization.",166.622,/7seqaCaaXDNUHOx4DqwpoOH8pPa.jpg,2024-08-21,Emilia Pérez,False,7.878,413,Drama,26885000,8511798,Jacques Audiard,Karla Sofía Gascón,Why Not Productions,Summer,-0.6833997396317649,55,2,58,82,5
False,/wXfAvsPZqBDJ8U78F2IAzsUxtNh.jpg,"[10751, 16, 18]",8587,en,The Lion King,"Young lion prince Simba flees when his father is killed by his usurper uncle. Years after the betrayal and tragedy, a grown-up and mature Simba returns to claim his rightful place on the throne.",162.042,/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,1994-06-24,The Lion King,False,8.257,18314,Drama,45000000,763455561,Roger Allers,Matthew Broderick,Walt Disney Pictures,Spring,15.965679133333333,116,1,77,78,5
False,/tmU7GeKVybMWFButWEGl2M4GeiP.jpg,"[18, 80]",238,en,The Godfather,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",156.298,/3bhkrj58Vtu7enYsRolD1fZdja1.jpg,1972-03-14,The Godfather,False,8.7,20716,Drama,6000000,245066411,Francis Ford Coppola,Marlon Brando,Paramount Pictures,Winter,39.844401833333336,44,3,76,59,5
False,/j29ekbcLpBvxnGk6LjdTc2EI5SA.jpg,"[16, 10751, 12, 18, 35]",150540,en,Inside Out,"When 11-year-old Riley moves to a new city, her Emotions team up to help her through the transition. Joy, Fear, Anger, Disgust and Sadness work together, but when Joy and Sadness get lost, they must journey through unfamiliar places to get back home.",156.169,/2H1TmgdfNtsKlU9jKdeNyYL5y8T.jpg,2015-06-17,Inside Out,False,7.9,22000,Drama,175000000,857611174,Pete Docter,Amy Poehler,Pixar,Spring,3.90063528,108,1,4,63,5
False,/1fL2S8LKxCVE9KoPRBXeagmBtex.jpg,"[27, 53, 18]",1114513,en,Speak No Evil,"When an American family is invited to spend the weekend at the idyllic country estate of a charming British family they befriended on vacation, what begins as a dream holiday soon warps into a snarled psychological nightmare.",147.979,/fDtkrO2OAF8LKQTdzYmu1Y7lCLB.jpg,2024-09-11,Speak No Evil,False,7.328,1037,Drama,15000000,76743256,James Watkins,James McAvoy,Blumhouse Productions,Summer,4.116217066666667,60,2,50,9,5
False,/F4RTbMNWsFphGb73I2KhURkua8.jpg,"[35, 18, 10751]",1206617,en,The Best Christmas Pageant Ever,"The Herdman kids are undeniably the worst kids in the history of the world. They lie, steal, cheat, bully and overall terrorize their small community. But this Christmas, they're taking over their local church Pageant – and they just might unwittingly teach a shocked little town the true meaning of Christmas.",145.424,/3sSXrvJPXjUCncgFDU6BkIVjNRA.jpg,2024-11-07,The Best Christmas Pageant Ever,False,8.3,21,Drama,10000000,35482717,Dallas Jenkins,Judy Greer,Kingdom Story Company,Fall,2.5482717,28,0,57,38,5
False,/l8OyAXEp5FKZWmDhqJMbiwAEvz.jpg,"[27, 18]",814889,en,Never Let Go,"As an evil takes over the world beyond their front doorstep, the only protection for a mother and her twin sons is their house and their family’s protective bond.",145.063,/3EpZ2ksjijmdr8BhISP03PYzNFW.jpg,2024-09-18,Never Let Go,False,6.3,259,Drama,20000000,21768945,Alexandre Aja,Halle Berry,Lionsgate,Summer,0.08844725,4,2,47,41,5
False,/iPHsjvbFyGbeCEDC7u8Ib8U1zS6.jpg,"[35, 18]",947891,en,My Old Ass,"An 18th birthday mushroom trip brings free-spirited Elliott face-to-face with her wisecracking 39-year-old self. But when Elliott’s ""old ass"" starts handing out warnings about what her younger self should and shouldn't do, Elliott realizes she has to rethink everything about family, love, and what's becoming a transformative summer.",140.294,/yUs4Sw9AyTg2sA1qWBkNpD2mGSj.jpg,2024-09-13,My Old Ass,False,6.738,172,Drama,3000000,5705895,Megan Park,Maisy Stella,Indian Paintbrush,Summer,0.901965,93,2,73,35,5
False,/oOv2oUXcAaNXakRqUPxYq5lJURz.jpg,"[18, 28, 80, 53]",155,en,The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",138.353,/qJ2tW6WMUDux911r6m7haRef0WH.jpg,2008-07-16,The Dark Knight,False,8.5,32997,Drama,185000000,1004558444,Christopher Nolan,Christian Bale,DC,Summer,4.430045643243243,24,2,26,18,5
False,/AaV1YIdWKnjAIAOe8UUKBFm327v.jpg,"[28, 18]",361743,en,Top Gun: Maverick,"After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.",134.722,/62HCnUTziyWcpDaBO2i1DX17ljH.jpg,2022-05-21,Top Gun: Maverick,False,8.195,9267,Drama,170000000,1488732821,Joseph Kosinski,Tom Cruise,Skydance Media,Spring,7.757251888235294,74,1,120,69,5
False,/tupgjqhWx5oieQrdyesO3aclUX9.jpg,"[18, 10749]",597,en,Titanic,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",132.938,/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg,1997-11-18,Titanic,False,7.9,25374,Drama,200000000,2264162353,James Cameron,Leonardo DiCaprio,Paramount Pictures,Fall,10.320811765,57,0,66,59,5
False,/3V4kLQg0kSqPLctI5ziYWabAZYF.jpg,"[28, 878, 12, 53]",912649,en,Venom: The Last Dance,"Eddie and Venom are on the run. Hunted by both of their worlds and with the net closing in, the duo are forced into a devastating decision that will bring the curtains down on Venom and Eddie's last dance.",9267.92,/aosm8NMQ3UyoBVpSxyimorCQykC.jpg,2024-10-22,Venom: The Last Dance,False,6.778,1498,Adventure,120000000,468513700,Kelly Marcel,Tom Hardy,Columbia Pictures,Fall,2.9042808333333334,80,0,122,16,1
False,/tElnmtQ6yz1PjN1kePNl8yMSb59.jpg,"[16, 12, 10751, 35]",1241982,en,Moana 2,"After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.",3893.381,/4YZpsylmjHbqeWzjKpUEF8gcLNW.jpg,2024-11-21,Moana 2,False,6.911,491,Adventure,150000000,616867000,David G. Derrick Jr.,Auliʻi Cravalho,Walt Disney Pictures,Fall,3.1124466666666666,32,0,10,78,1
False,/v9Du2HC3hlknAvGlWhquRbeifwW.jpg,"[28, 12, 53]",539972,en,Kraven the Hunter,"Kraven Kravinoff's complex relationship with his ruthless gangster father, Nikolai, starts him down a path of vengeance with brutal consequences, motivating him to become not only the greatest hunter in the world, but also one of its most feared.",1175.071,/i47IUSsN126K11JUzqQIOi1Mg1M.jpg,2024-12-11,Kraven the Hunter,False,5.5,70,Adventure,110000000,4700000,J.C. Chandor,Aaron Taylor-Johnson,Columbia Pictures,Fall,-0.9572727272727273,52,0,0,16,1
False,/fyeyxFzZ3qYqDsaMVYF6sq3pp2n.jpg,"[28, 12, 53]",1167271,en,Weekend in Taipei,"A former DEA agent and a former undercover operative revisit their romance during a fateful weekend in Taipei, unaware of the dangerous consequences of their past.",1151.264,/qSc0AUvs8mRy00R9y8QYEHWIAQ9.jpg,2024-09-19,Weekend in Taipei,False,6.181,69,Adventure,30000000,2826064,George Huang,Luke Evans,EuropaCorp,Summer,-0.9057978666666666,46,2,69,26,1
False,/euYIwmwkmz95mnXvufEmbL6ovhZ.jpg,"[28, 12, 36]",558449,en,Gladiator II,"Years after witnessing the death of the revered hero Maximus at the hands of his uncle, Lucius is forced to enter the Colosseum after his home is conquered by the tyrannical Emperors who now lead Rome with an iron fist. With rage in his heart and the future of the Empire at stake, Lucius must look to his past to find strength and honor to return the glory of Rome to its people.",1070.109,/2cxhvwyEwRlysAmRH4iodkvo0z5.jpg,2024-11-05,Gladiator II,False,6.688,1078,Adventure,310000000,368092895,Ridley Scott,Paul Mescal,Paramount Pictures,Fall,0.18739643548387097,113,0,90,59,1
False,/p5ozvmdgsmbWe0H8Xk7Rc8SCwAB.jpg,"[16, 12, 35, 18, 10751]",1022789,en,Inside Out 2,"Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone.",680.23,/vpnVM9B6NMmQpWeZvzLvDESb2QY.jpg,2024-06-11,Inside Out 2,False,7.6,4987,Adventure,200000000,1698586747,Kelsey Mann,Amy Poehler,Walt Disney Pictures,Spring,7.492933735,81,1,4,78,1
False,/zViRwl3ySscZnbXZJ2Q9wq3SeUG.jpg,"[16, 878, 12, 10751]",698687,en,Transformers One,"The untold origin story of Optimus Prime and Megatron, better known as sworn enemies, but once were friends bonded like brothers who changed the fate of Cybertron forever.",608.116,/qbkAqmmEIZfrCO8ZQAuIuVMlWoV.jpg,2024-09-11,Transformers One,False,8.1,869,Adventure,75000000,128888103,Josh Cooley,Chris Hemsworth,Paramount Animation,Summer,0.71850804,75,2,24,58,1
False,/llIXQAndg5kB6SWlp6ouUdO7Zxd.jpg,"[28, 12, 18]",1084736,fr,Le Comte de Monte-Cristo,"Edmond Dantes becomes the target of a sinister plot and is arrested on his wedding day for a crime he did not commit. After 14 years in the island prison of Château d’If, he manages a daring escape. Now rich beyond his dreams, he assumes the identity of the Count of Monte-Cristo and exacts his revenge on the three men who betrayed him.",382.107,/7O0WDGsa4lBzqv3uaB1tp8UvFK3.jpg,2024-06-28,The Count of Monte Cristo,False,8.2,970,Adventure,46700000,74885636,Alexandre de La Patellière,Pierre Niney,Chapter 2,Spring,0.6035468094218416,5,1,93,14,1
False,/kjby7cr8JnIPkfqMGKutOFrM2at.jpg,"[35, 10751, 12]",772,en,Home Alone 2: Lost in New York,"Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit card—despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas Eve.",348.83,/uuitWHpJwxD1wruFl2nZHIb4UGN.jpg,1992-11-15,Home Alone 2: Lost in New York,False,6.7,9584,Adventure,18000000,358994850,Chris Columbus,Macaulay Culkin,20th Century Fox,Fall,18.944158333333334,20,0,71,0,1
False,/vIgyYkXkg6NC2whRbYjBD7eb3Er.jpg,"[878, 28, 12]",580489,en,Venom: Let There Be Carnage,"After finding a host body in investigative reporter Eddie Brock, the alien symbiote must face a new enemy, Carnage, the alter ego of serial killer Cletus Kasady.",296.853,/1MJNcPZy46hIy2CmSqOeru0yr5C.jpg,2021-09-30,Venom: Let There Be Carnage,False,6.8,10286,Adventure,110000000,506863592,Andy Serkis,Tom Hardy,Columbia Pictures,Summer,3.6078508363636366,8,2,122,16,1
False,/b3mdmjYTEL70j7nuXATUAD9qgu4.jpg,"[16, 14, 12]",823219,lv,Straume,"A solitary cat, displaced by a great flood, finds refuge on a boat with various species and must navigate the challenges of adapting to a transformed world together.",295.487,/enRimDhtFfb7hNTQlOjrgK8O8UO.jpg,2024-08-29,Flow,False,8.534,397,Adventure,3500000,4099084,Gints Zilbalodis,Unknown,Dream Well Studio,Summer,0.17116685714285715,48,2,124,23,1
False,/tncbMvfV0V07UZozXdBEq4Wu9HH.jpg,"[28, 35, 80, 53, 12]",573435,en,Bad Boys: Ride or Die,"After their late former Captain is framed, Lowrey and Burnett try to clear his name, only to end up on the run themselves.",287.848,/oGythE98MYleE6mZlGs5oBGkux1.jpg,2024-06-05,Bad Boys: Ride or Die,False,7.5,2430,Adventure,100000000,404516167,Adil El Arbi,Will Smith,Westbrook,Spring,3.04516167,2,1,127,81,1
